570.2651193455637,197.20057453031228
570.2651193455637,197.20057453031228
570.2651193455637,197.20057453031228
570.2651193455637,197.20057453031228
570.2651193455637,197.20057453031228
570.2651193455637,197.20057453031228
570.2651193455637,197.20057453031228
580.0794274326609,199.1187393921199
589.8937355164868,201.03690425328847
599.7080435954057,202.9550691134978
609.5223516661457,204.87323397210847
619.3366597205286,206.7913988275225
629.15096772584,208.7095636733456
632.5064800718524,199.28934411344468
635.8619924167459,189.86912455668391
639.2175047599618,180.4489050046332
642.5730171003817,171.0286854604326
645.9285294352087,161.6084659319328
649.2840417532584,152.18824645053397
652.9167236009829,161.50509260454803
656.5494054474966,170.82193875545616
660.1820872921937,180.13878490170578
663.8147691338642,189.45563104019138
667.4474509694797,198.77247716314895
671.0801327986711,208.08932326963082
680.6776556581085,205.28084421014992
690.2751785143466,202.47236515160515
699.872701365786,199.6638860944646
709.4702242092278,196.85540703966444
719.0677470366734,194.04692798954537
728.6652698161316,191.23844895346843
722.1191458556722,198.7980958207336
715.5730218973946,206.35774268547905
709.0268979423904,213.91738954644435
702.4807739928409,221.47703640110984
695.9346500542019,229.03668324317604
689.3885261227251,236.59633007697158
698.8781934881367,233.44256836136347
708.3678608503852,230.28880664680653
717.857528207889,227.13504493382655
727.3471955574844,223.98128322347466
736.8368628912641,220.82752151837903
746.3265301775955,217.67375982905216
743.7917838267932,227.3471801446161
741.2570374768355,237.02060045695598
738.7222911281452,246.6940207644588
736.1875447815676,256.3674410639005
733.6527984392142,266.0408613472201
731.1180521095345,275.7142815821725
740.9278250326015,273.7730564890848
750.7375979523988,271.8318313966446
760.547370867291,269.8906063051747
770.3571437740085,267.94938121532266
780.1669166643763,266.00815612870576
789.9766895056949,264.06693105179494
781.2541753541243,259.17635373004623
772.5316612054609,254.2857764099278
763.8091470611586,249.39519909225496
755.0866329241251,244.50462177865754
746.3641188016293,239.6140444732109
737.6416046393729,234.723467145471
747.3879121815772,236.961655912594
757.1342197205331,239.1998446789705
766.8805272546156,241.43803344422832
776.6268347805761,243.67622220762098
